token,dep,head
designs,conj,specifications
",",punct,designs
plans,conj,designs
",",punct,plans
drawings,conj,plans
",",punct,drawings
software,conj,drawings
",",punct,software
prototypes,conj,software
",",punct,prototypes
"
",dep,prototypes
and,cc,prototypes
process,compound,techniques
techniques,conj,prototypes
",",punct,techniques
of,prep,include
a,det,party
party,pobj,of
",",punct,include
whether,mark,furnished
furnished,advcl,include
directly,advmod,furnished
or,cc,directly
indirectly,conj,directly
by,agent,furnished
the,det,Discloser
Discloser,pobj,by
to,prep,Discloser
"
",dep,to
the,det,Recipient
Recipient,pobj,to
",",punct,furnished
and,cc,furnished
whether,mark,disclosed
disclosed,conj,furnished
in,prep,disclosed
anticipation,pobj,in
of,prep,anticipation
this,det,Agreement
Agreement,pobj,of
or,cc,in
after,conj,in
the,det,date
date,pobj,after
of,prep,date
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,of
.,punct,include
“,punct,Information
Confidential,compound,Information
Information,nsubj,mean
”,punct,mean
shall,aux,mean
also,advmod,mean
mean,ROOT,mean
all,det,analyses
analyses,dobj,mean
",",punct,analyses
compilations,conj,analyses
",",punct,compilations
studies,conj,compilations
or,cc,studies
"
",dep,documents
other,amod,documents
documents,conj,studies
prepared,acl,analyses
by,agent,prepared
the,det,Recipient
Recipient,pobj,by
or,cc,Recipient
its,poss,Representative
Representative,conj,Recipient
(,punct,analyses
as,mark,defined
defined,advcl,analyses
in,prep,defined
Paragraph,pobj,in
3,nummod,Paragraph
),punct,analyses
",",punct,analyses
"
",dep,analyses
that,nsubj,contain
contain,relcl,analyses
or,cc,contain
reflect,conj,contain
the,det,Information
Confidential,compound,Information
Information,dobj,reflect
",",punct,analyses
as,advmod,as
well,advmod,as
as,cc,analyses
the,det,existence
existence,conj,analyses
and,cc,existence
substance,conj,existence
of,prep,existence
"
",dep,of
any,amod,negotiations
negotiations,pobj,of
",",punct,negotiations
agreements,conj,negotiations
and/or,cc,agreements
business,compound,relationships
relationships,conj,agreements
between,prep,negotiations
the,det,parties
parties,pobj,between
",",punct,negotiations
including,prep,negotiations
with,prep,including
"
",dep,with
respect,pobj,with
to,prep,respect
the,det,Purpose
Purpose,pobj,to
.,punct,analyses
"

",dep,mean
2,meta,Exceptions
.,punct,2
Exceptions,dobj,mean
.,punct,Exceptions
This,det,Agreement
Agreement,nsubj,imposes
imposes,ROOT,imposes
no,det,obligation
obligation,dobj,imposes
on,prep,imposes
the,det,Recipient
Recipient,pobj,on
with,prep,imposes
respect,pobj,with
to,prep,respect
any,det,item
"
",dep,item
item,pobj,to
of,prep,item
Confidential,compound,Information
Information,pobj,of
to,prep,imposes
the,det,extent
extent,pobj,to
that,mark,establish
the,det,Recipient
Recipient,nsubj,establish
can,aux,establish
establish,acl,extent
by,prep,establish
legally,advmod,sufficient
sufficient,amod,evidence
"
",dep,evidence
evidence,pobj,by
that,mark,is
such,amod,item
item,nsubj,is
of,prep,item
Confidential,amod,Information
Information,pobj,of
:,punct,is
(,punct,a
a,meta,is
),punct,a
is,acl,evidence
or,cc,is
becomes,conj,is
part,attr,becomes
of,prep,part
the,det,domain
public,amod,domain
domain,pobj,of
"
",dep,becomes
other,advmod,becomes
than,prep,other
through,prep,than
a,det,breach
breach,pobj,through
of,prep,breach
this,det,Agreement
Agreement,pobj,of
;,punct,imposes
(,punct,b
b,meta,is
),punct,b
is,conj,imposes
or,cc,is
was,auxpass,obtained
lawfully,advmod,obtained
obtained,conj,is
by,agent,obtained
the,det,Recipient
Recipient,pobj,by
"
",dep,obtained
from,prep,obtained
a,det,party
third,amod,party
party,pobj,from
under,prep,obtained
no,det,obligation
obligation,pobj,under
of,prep,obligation
confidentiality,pobj,of
to,prep,obligation
the,det,Discloser
Discloser,pobj,to
;,punct,is
(,punct,c
c,meta,known
),punct,c
is,auxpass,known
known,conj,is
to,prep,known
the,det,Recipient
"
",dep,Recipient
Recipient,pobj,to
prior,advmod,known
to,prep,prior
disclosure,pobj,to
by,prep,disclosure
the,det,Discloser
Discloser,pobj,by
;,punct,known
(,punct,d
d,meta,developed
),punct,d
is,auxpass,developed
independently,advmod,developed
developed,conj,known
or,cc,developed
discovered,conj,developed
by,agent,discovered
"
",dep,by
the,det,Recipient
Recipient,pobj,by
without,prep,discovered
reliance,pobj,without
on,prep,reliance
the,det,Discloser
Discloser,poss,Information
's,case,Discloser
Confidential,compound,Information
Information,pobj,on
;,punct,developed
or,cc,developed
(,punct,e
e,meta,required
),punct,e
is,auxpass,required
required,conj,developed
to,aux,"
"
be,auxpass,"
"
"
",dep,required
disclosed,xcomp,required
to,aux,comply
comply,advcl,required
with,prep,comply
applicable,amod,law
law,pobj,with
or,cc,law
legal,amod,process
process,conj,law
",",punct,required
provided,prep,required
that,mark,gives
the,det,Recipient
Recipient,nsubj,gives
gives,pcomp,provided
the,det,Discloser
"
",dep,Discloser
Discloser,dative,gives
prior,amod,notice
written,amod,notice
notice,dobj,gives
of,prep,notice
such,amod,disclosure
required,amod,disclosure
disclosure,pobj,of
(,punct,notice
to,prep,notice
the,det,extent
extent,pobj,to
legally,advmod,permitted
permitted,acl,extent
),punct,notice
and,cc,gives
"
",dep,assistance
reasonable,amod,assistance
assistance,conj,gives
if,mark,wishes
the,det,Discloser
Discloser,nsubj,wishes
wishes,advcl,assistance
to,aux,contest
contest,xcomp,wishes
the,det,disclosure
disclosure,dobj,contest
.,punct,required
"

",dep,Obligation
3,meta,Obligation
.,punct,3
Obligation,ROOT,Obligation
of,prep,Obligation
Confidentiality,pobj,of
.,punct,Obligation
The,det,Recipient
Recipient,nsubj,maintain
shall,aux,maintain
maintain,ROOT,maintain
all,det,Information
Confidential,compound,Information
Information,dobj,maintain
"
",dep,Information
disclosed,acl,Information
to,prep,disclosed
it,pobj,to
by,agent,disclosed
the,det,Discloser
Discloser,pobj,by
in,prep,maintain
strict,amod,confidence
confidence,pobj,in
.,punct,maintain
The,det,Recipient
Recipient,nsubj,treat
shall,aux,treat
treat,ROOT,treat
such,amod,Information
Confidential,amod,Information
"
",dep,Information
Information,dobj,treat
with,prep,treat
at,advmod,least
least,advmod,degree
the,det,degree
same,amod,degree
degree,pobj,with
of,prep,degree
care,pobj,of
that,advmod,treat
it,nsubj,treat
would,aux,treat
treat,relcl,degree
its,poss,information
own,amod,information
confidential,amod,"
"
"
",dep,information
information,dobj,treat
",",punct,treat
and,cc,treat
with,conj,treat
no,det,care
less,amod,reasonable
than,advmod,less
reasonable,amod,care
care,pobj,with
.,punct,treat
The,det,Recipient
Recipient,nsubj,limit
shall,aux,limit
limit,ROOT,limit
access,dobj,limit
to,prep,access
such,amod,Information
"
",dep,Information
Confidential,compound,Information
Information,pobj,to
to,prep,limit
those,pobj,to
of,prep,those
the,det,Recipient
Recipient,poss,directors
’s,case,Recipient
directors,pobj,of
",",punct,agents
officers,nmod,agents
",",punct,agents
employees,nmod,agents
",",punct,agents
agents,appos,directors
",",punct,directors
"

",dep,limit
Mutual,amod,OGC
NDA,compound,OGC
CUNY,compound,OGC
OGC,dobj,limit
November,npadvmod,OGC
2018,nummod,November
1,nummod,November
of,prep,1
4,pobj,of
"


",dep,limit
#,punct,limit
#,punct,limit
DataKind_-_JJC_Mutual_NDA_Fully_Signed_Redacted_page_2,punct,limit
"
",dep,representatives
representatives,dobj,limit
",",punct,representatives
and,cc,representatives
advisors,conj,representatives
having,acl,representatives
a,det,need
need,dobj,having
to,aux,know
know,acl,need
such,amod,Information
Confidential,compound,Information
Information,dobj,know
in,mark,carry
order,dep,carry
to,aux,carry
"
",dep,carry
carry,advcl,representatives
out,prt,carry
the,det,Purpose
Purpose,dobj,carry
(,punct,Purpose
“,punct,Representatives
Representatives,appos,Purpose
”,punct,Representatives
),punct,Purpose
",",punct,representatives
provided,prep,representatives
that,mark,informed
each,det,Representative
such,amod,Representative
Representative,nsubjpass,informed
is,auxpass,informed
informed,pcomp,provided
"
",dep,informed
of,prep,informed
the,det,provisions
provisions,pobj,of
of,prep,provisions
this,det,Agreement
Agreement,pobj,of
prior,advmod,informed
to,prep,prior
receiving,pcomp,to
any,det,Information
Confidential,compound,Information
Information,dobj,receiving
and,cc,informed
agrees,conj,informed
to,aux,bound
"
",dep,bound
be,auxpass,bound
bound,xcomp,agrees
by,agent,bound
them,pobj,by
.,punct,limit
The,det,Recipient
Recipient,nsubj,be
shall,aux,be
be,ROOT,be
responsible,acomp,be
for,prep,responsible
any,det,breach
breach,pobj,for
of,prep,breach
this,det,Agreement
Agreement,pobj,of
by,prep,breach
its,poss,Representatives
"
",dep,Representatives
Representatives,pobj,by
.,punct,be
Except,prep,disclose
as,mark,permitted
permitted,advcl,Except
by,agent,permitted
this,det,Paragraph
Paragraph,pobj,by
3,nummod,Paragraph
",",punct,disclose
the,det,Recipient
Recipient,nsubj,disclose
shall,aux,disclose
not,neg,disclose
directly,advmod,disclose
or,cc,directly
"
",dep,directly
indirectly,conj,directly
disclose,ROOT,disclose
",",punct,disclose
distribute,conj,disclose
",",punct,distribute
or,cc,distribute
otherwise,advmod,allow
allow,conj,distribute
any,det,party
third,amod,party
party,nsubj,have
to,aux,have
have,ccomp,allow
access,dobj,have
to,prep,access
any,det,Information
"
",dep,Information
Confidential,compound,Information
Information,pobj,to
of,prep,Information
the,det,Discloser
Discloser,pobj,of
without,prep,have
such,amod,party
third,amod,party
party,nsubj,executing
executing,pcomp,without
a,det,agreement
confidentiality,nmod,agreement
and,cc,confidentiality
"
",dep,confidentiality
non,conj,confidentiality
-,conj,confidentiality
disclosure,conj,confidentiality
agreement,dobj,executing
with,prep,executing
the,det,Discloser
Discloser,pobj,with
under,prep,executing
the,det,terms
same,amod,terms
terms,pobj,under
",",punct,terms
or,cc,terms
terms,conj,terms
at,advmod,least
least,advmod,as
as,advmod,restrictive
"
",dep,restrictive
restrictive,amod,terms
",",punct,terms
as,mark,set
set,advcl,terms
forth,prt,set
in,prep,set
this,det,Agreement
Agreement,pobj,in
.,punct,disclose
"

",dep,Ownership
4,meta,Ownership
.,punct,4
Ownership,ROOT,Ownership
and,cc,Ownership
Use,conj,Ownership
.,punct,Ownership
Confidential,compound,Information
Information,nsubj,be
and,cc,Information
all,det,rights
proprietary,amod,rights
rights,conj,Information
in,prep,rights
or,cc,in
arising,conj,in
from,prep,arising
"
",dep,Information
Confidential,compound,Information
Information,pobj,from
(,punct,rights
including,prep,rights
without,prep,trademark
limitation,pobj,without
trademark,pobj,including
",",punct,trademark
trade,compound,secret
secret,conj,trademark
",",punct,secret
patent,conj,secret
",",punct,patent
copyright,conj,patent
",",punct,copyright
"
",dep,protection
mask,compound,protection
work,compound,protection
protection,conj,copyright
and,cc,protection
all,det,rights
other,amod,rights
intellectual,amod,property
property,nmod,rights
and,cc,property
personal,amod,property
property,conj,property
rights,conj,protection
),punct,rights
shall,aux,be
be,ROOT,be
"
",dep,be
and,cc,be
remain,conj,be
the,det,property
exclusive,amod,property
property,attr,remain
of,prep,property
the,det,Discloser
Discloser,pobj,of
.,punct,be
Except,prep,license
as,mark,specified
expressly,advmod,specified
specified,pcomp,Except
herein,advmod,specified
",",punct,license
"
",dep,license
Discloser,nsubj,license
does,aux,license
not,neg,license
license,ROOT,license
or,cc,license
otherwise,advmod,convey
convey,conj,license
any,det,rights
rights,dobj,convey
to,aux,use
use,acl,rights
or,cc,use
reproduce,conj,use
any,det,Information
Confidential,compound,Information
"
",dep,Information
Information,dobj,reproduce
to,prep,reproduce
the,det,Recipient
Recipient,pobj,to
through,prep,reproduce
this,det,Agreement
Agreement,pobj,through
.,punct,license
The,det,Recipient
Recipient,nsubj,use
shall,aux,use
use,ROOT,use
the,det,Information
Confidential,compound,Information
"
",dep,Information
Information,dobj,use
only,advmod,for
for,prep,use
the,det,Purpose
Purpose,pobj,for
",",punct,use
and,cc,use
shall,aux,use
not,neg,use
otherwise,advmod,use
use,conj,use
or,cc,use
allow,conj,use
to,aux,used
be,auxpass,used
used,xcomp,allow
",",punct,allow
any,det,Information
"
",dep,Information
Confidential,compound,Information
Information,conj,allow
",",punct,Information
or,cc,Information
derivative,conj,Information
thereof,advmod,derivative
arising,acl,Information
from,prep,arising
use,pobj,from
of,prep,use
the,det,Information
Confidential,compound,Information
Information,pobj,of
",",punct,Information
"
",dep,use
for,prep,use
its,poss,benefit
own,amod,benefit
benefit,pobj,for
or,cc,benefit
the,det,benefit
benefit,conj,benefit
of,prep,benefit
others,pobj,of
.,punct,use
The,det,Recipient
Recipient,nsubj,misappropriate
shall,aux,misappropriate
not,neg,misappropriate
misappropriate,ROOT,misappropriate
",",punct,misappropriate
disassemble,conj,misappropriate
"
",dep,disassemble
or,cc,disassemble
reverse,amod,engineer
engineer,conj,disassemble
in,prep,engineer
any,det,manner
manner,pobj,in
",",punct,engineer
any,det,portion
portion,dobj,disassemble
of,prep,portion
the,det,Information
Confidential,compound,Information
Information,pobj,of
;,punct,misappropriate
nor,cc,misappropriate
shall,aux,file
the,det,Recipient
"
",dep,Recipient
Recipient,nsubj,file
file,conj,misappropriate
any,det,application
patent,compound,application
application,dobj,file
based,acl,application
on,prep,based
any,det,portion
portion,pobj,on
of,prep,portion
the,det,Information
Confidential,compound,Information
Information,pobj,of
",",punct,file
or,cc,file
"
",dep,attempt
otherwise,advmod,attempt
attempt,conj,file
to,aux,assert
assert,xcomp,attempt
any,det,right
proprietary,amod,right
right,dobj,assert
in,prep,assert
the,det,Information
Confidential,compound,Information
Information,pobj,in
",",punct,attempt
without,conj,attempt
explicit,amod,approval
"
",dep,approval
prior,amod,approval
written,amod,approval
approval,pobj,without
of,prep,approval
the,det,Discloser
Discloser,pobj,of
.,punct,file
"

",dep,Trademarks
5,meta,Trademarks
.,punct,5
Trademarks,ROOT,Trademarks
.,punct,Trademarks
Neither,det,party
party,nsubj,use
shall,aux,use
use,ROOT,use
any,det,name
name,dobj,use
",",punct,name
logo,conj,name
or,cc,logo
mark,conj,logo
of,prep,name
the,det,party
other,amod,party
party,pobj,of
",",punct,of
or,cc,of
of,conj,of
its,poss,Representatives
"
",dep,Representatives
Representatives,pobj,of
",",punct,name
without,prep,use
the,det,consent
written,amod,consent
consent,pobj,without
of,prep,consent
that,det,party
party,pobj,of
.,punct,use
"

",dep,"

"
6,punct,"

"
.,punct,6
No,det,Warranty
Warranty,ROOT,Warranty
.,punct,Warranty
The,det,Discloser
Discloser,nsubj,gives
gives,ROOT,gives
no,det,representation
representation,dobj,gives
or,cc,representation
warranty,conj,representation
of,prep,representation
any,det,kind
kind,pobj,of
with,prep,representation
respect,pobj,with
"
",dep,with
to,prep,with
the,det,Information
Confidential,compound,Information
Information,pobj,to
disclosed,acl,Information
to,prep,disclosed
the,det,Recipient
Recipient,pobj,to
",",punct,representation
including,prep,representation
without,prep,including
limitation,pobj,without
any,det,representation
"
",dep,representation
representation,pobj,including
or,cc,representation
warranty,conj,representation
as,prep,representation
to,prep,as
its,poss,accuracy
accuracy,pobj,to
or,cc,accuracy
completeness,conj,accuracy
or,cc,representation
with,conj,representation
respect,pobj,with
to,prep,respect
the,det,non-
non-,pobj,to
"
",dep,to
infringement,pobj,to
of,prep,infringement
any,det,rights
intellectual,amod,property
property,compound,rights
rights,pobj,of
or,cc,rights
other,amod,rights
rights,conj,rights
of,prep,rights
third,amod,parties
parties,pobj,of
or,cc,parties
the,det,Discloser
Discloser,conj,parties
.,punct,gives
"
",dep,have
The,det,Discloser
Discloser,nsubj,have
shall,aux,have
not,neg,have
have,ROOT,have
any,det,liability
liability,dobj,have
or,cc,liability
responsibility,conj,liability
for,prep,liability
errors,pobj,for
or,cc,errors
omissions,conj,errors
in,prep,errors
",",punct,errors
or,cc,errors
any,det,decisions
"
",dep,decisions
decisions,conj,errors
made,acl,decisions
by,agent,made
the,det,Recipient
Recipient,pobj,by
in,prep,made
reliance,pobj,in
on,prep,reliance
",",punct,made
any,det,Information
Confidential,compound,Information
Information,dobj,made
.,punct,have
"

",dep,"

"
7,punct,"

"
.,punct,7
No,det,Obligations
Implied,amod,Obligations
Obligations,ROOT,Obligations
or,cc,Obligations
Agency,conj,Obligations
.,punct,Obligations
Neither,preconj,Agreement
this,det,Agreement
Agreement,nsubj,constitute
nor,cc,Agreement
the,det,disclosure
disclosure,conj,Agreement
or,cc,disclosure
receipt,conj,disclosure
"
",dep,disclosure
of,prep,disclosure
Confidential,compound,Information
Information,pobj,of
shall,aux,constitute
constitute,ROOT,constitute
or,cc,constitute
imply,conj,constitute
any,det,promise
promise,dobj,imply
or,cc,promise
intention,conj,promise
to,aux,make
make,acl,intention
any,det,purchase
"
",dep,purchase
purchase,dobj,make
of,prep,purchase
products,pobj,of
or,cc,products
services,conj,products
or,cc,promise
any,det,commitment
commitment,conj,promise
or,cc,commitment
representation,conj,commitment
with,prep,commitment
respect,pobj,with
to,prep,respect
the,det,development
"
",dep,development
present,amod,development
or,cc,present
future,conj,present
development,pobj,to
or,cc,development
marketing,conj,development
of,prep,development
any,det,product
product,pobj,of
or,cc,product
service,conj,product
by,prep,product
either,det,party
party,pobj,by
and,cc,constitute
shall,aux,obligate
"
",dep,obligate
not,neg,obligate
obligate,conj,constitute
either,det,party
party,dobj,obligate
to,aux,disclose
disclose,xcomp,obligate
Confidential,compound,Information
Information,dobj,disclose
to,prep,disclose
the,det,other
other,pobj,to
.,punct,constitute
Neither,det,party
party,nsubjpass,authorized
is,auxpass,authorized
"
",dep,authorized
authorized,ROOT,authorized
to,aux,act
act,xcomp,authorized
for,prep,act
or,cc,for
on,conj,for
behalf,pobj,on
of,prep,behalf
the,det,party
other,amod,party
party,pobj,of
under,prep,act
this,det,Agreement
Agreement,pobj,under
.,punct,authorized
Each,det,party
party,nsubj,is
is,ROOT,is
an,det,contractor
"
",dep,contractor
independent,amod,contractor
contractor,attr,is
",",punct,is
and,cc,is
no,det,relationship
principal,nmod,agent
/,punct,agent
agent,nmod,relationship
or,cc,agent
partnership,conj,agent
relationship,nsubjpass,created
is,auxpass,created
created,conj,is
between,prep,created
"
",dep,between
them,pobj,between
by,agent,created
this,det,Agreement
Agreement,pobj,by
.,punct,created
"

",dep,Compliance
8,meta,Compliance
.,punct,8
Compliance,ROOT,Compliance
with,prep,Compliance
Laws,pobj,with
.,punct,Compliance
Each,det,party
party,nsubj,comply
shall,aux,comply
comply,ROOT,comply
with,prep,comply
all,det,laws
applicable,amod,laws
laws,pobj,with
",",punct,laws
rules,conj,laws
and,cc,rules
"
",dep,regulations
regulations,conj,rules
",",punct,laws
including,prep,laws
without,prep,including
limitation,pobj,without
The,det,Act
Family,nmod,Rights
Educational,nmod,Rights
Rights,nmod,Act
and,cc,Rights
Privacy,conj,Rights
Act,pobj,including
(,punct,Act
20,nummod,Act
"
",dep,Act
U.S.C.A.,appos,Act
1232,nummod,U.S.C.A.
g,nummod,U.S.C.A.
),punct,U.S.C.A.
regarding,prep,Act
the,det,confidentiality
confidentiality,pobj,regarding
of,prep,confidentiality
CUNY,compound,student
student,compound,information
information,pobj,of
.,punct,comply
"

",dep,"

"
9,punct,"

"
.,punct,9
Export,compound,Controls
Controls,ROOT,Controls
.,punct,Controls
It,nsubj,is
is,ROOT,is
CUNY,poss,policy
’s,case,CUNY
policy,attr,is
to,aux,remain
remain,xcomp,is
fully,advmod,compliant
compliant,acomp,remain
at,prep,remain
all,det,times
times,pobj,at
with,prep,remain
all,det,regulations
U.S.,nmod,regulations
"
",dep,regulations
export,compound,control
control,compound,regulations
regulations,pobj,with
",",punct,regulations
including,prep,regulations
(,punct,including
but,cc,including
not,neg,limited
limited,conj,including
to,prep,limited
),punct,limited
the,det,Regulations
Export,compound,Administration
Administration,compound,Regulations
Regulations,conj,limited
;,punct,limited
"
",dep,Regulations
International,compound,Traffic
Traffic,nmod,Regulations
in,prep,Traffic
Arms,pobj,in
Regulations,conj,limited
;,punct,Regulations
and,cc,Regulations
embargo,compound,sanctions
sanctions,conj,Regulations
under,prep,sanctions
the,det,Office
Office,pobj,under
of,prep,Office
Foreign,compound,Control
"
",dep,Control
Assets,compound,Control
Control,pobj,of
(,punct,Office
OFAC,appos,Office
),punct,Office
.,punct,is
Therefore,advmod,notify
",",punct,notify
in,prep,notify
the,det,event
event,pobj,in
that,mark,wishes
the,det,party
non,amod,party
-,amod,party
CUNY,amod,party
party,nsubj,wishes
to,prep,party
this,det,Agreement
Agreement,pobj,to
"

",dep,party
Mutual,compound,OGC
NDA,compound,OGC
CUNY,compound,OGC
OGC,appos,party
November,npadvmod,party
2018,nummod,November
2,nummod,November
of,prep,2
4,pobj,of
"


",dep,party
#,punct,party
#,punct,#
DataKind_-_JJC_Mutual_NDA_Fully_Signed_Redacted_page_3,appos,party
"
",dep,party
wishes,acl,event
to,aux,provide
provide,xcomp,wishes
export,npadvmod,controlled
controlled,amod,information
information,dobj,provide
to,prep,provide
CUNY,pobj,to
during,prep,provide
the,det,course
course,pobj,during
of,prep,course
activity,pobj,of
under,prep,activity
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,under
",",punct,notify
that,det,party
party,nsubj,notify
shall,aux,notify
first,advmod,notify
notify,ROOT,notify
CUNY,dobj,notify
