text,label
26,CARDINAL
53,CARDINAL
44,CARDINAL
23,CARDINAL
35,CARDINAL
52,CARDINAL
3,CARDINAL
91,CARDINAL
2,CARDINAL
56,CARDINAL
59,CARDINAL
23,CARDINAL
356,CARDINAL
55,CARDINAL
23,CARDINAL
16,CARDINAL
58,CARDINAL
36,CARDINAL
61,CARDINAL
61,CARDINAL
62,CARDINAL
64,CARDINAL
62,CARDINAL
U.S.,GPE
"Ser.
No.",LAW
"16/847,348",CARDINAL
"Apr. 13, 2020",DATE
62,CARDINAL
OCEAN,ORG
62,CARDINAL
first,ORDINAL
first,ORDINAL
"Leading
and Deciding",WORK_OF_ART
56,CARDINAL
one,CARDINAL
36,CARDINAL
62,CARDINAL
63,CARDINAL
44,CARDINAL
59,CARDINAL
"Oct. 12, 2023",DATE
63,CARDINAL
56,CARDINAL
59,CARDINAL
one,CARDINAL
63,CARDINAL
16,CARDINAL
63,CARDINAL
second,ORDINAL
60,CARDINAL
4,CARDINAL
64,CARDINAL
63,CARDINAL
65,CARDINAL
16,CARDINAL
64,CARDINAL
63,CARDINAL
71,CARDINAL
74,CARDINAL
76,CARDINAL
64,CARDINAL
63,CARDINAL
64,CARDINAL
63,CARDINAL
64,CARDINAL
63,CARDINAL
63,CARDINAL
1s,CARDINAL
16,CARDINAL
64,CARDINAL
59,CARDINAL
42,CARDINAL
23,CARDINAL
16,CARDINAL
59,CARDINAL
23,CARDINAL
50-58,CARDINAL
64,CARDINAL
63,CARDINAL
1,CARDINAL
2,CARDINAL
3,CARDINAL
6,CARDINAL
23,CARDINAL
26,CARDINAL
72,CARDINAL
26,CARDINAL
42,CARDINAL
44,CARDINAL
44,CARDINAL
46,CARDINAL
23,CARDINAL
7,CARDINAL
52,CARDINAL
23,CARDINAL
56,CARDINAL
26,CARDINAL
52,CARDINAL
44,CARDINAL
26,CARDINAL
58,CARDINAL
64,CARDINAL
80,CARDINAL
8,CARDINAL
23,CARDINAL
82,CARDINAL
63,CARDINAL
64,CARDINAL
23,CARDINAL
at least one,CARDINAL
82,CARDINAL
63,CARDINAL
first,ORDINAL
second,ORDINAL
84,CARDINAL
86,CARDINAL
64,CARDINAL
64,CARDINAL
23,CARDINAL
64,CARDINAL
83,CARDINAL
23,CARDINAL
23,CARDINAL
63,CARDINAL
64,CARDINAL
63,CARDINAL
82,CARDINAL
90,CARDINAL
23,CARDINAL
9,CARDINAL
20,CARDINAL
20,CARDINAL
56,CARDINAL
106,CARDINAL
2,CARDINAL
91,CARDINAL
56,CARDINAL
56,CARDINAL
61,CARDINAL
62,CARDINAL
"44
",CARDINAL
108,CARDINAL
44,CARDINAL
63,CARDINAL
110,CARDINAL
26,CARDINAL
23,CARDINAL
44,CARDINAL
"Oct. 12, 2023",DATE
26,CARDINAL
23,CARDINAL
100,CARDINAL
102,CARDINAL
23,CARDINAL
104,CARDINAL
6.,CARDINAL
56,CARDINAL
26,CARDINAL
23,CARDINAL
16,CARDINAL
40,CARDINAL
46,CARDINAL
3,CARDINAL
6,CARDINAL
MBA,WORK_OF_ART
English,LANGUAGE
5,CARDINAL
44,CARDINAL
2,CARDINAL
65,CARDINAL
first,ORDINAL
second,ORDINAL
one,CARDINAL
one,CARDINAL
one,CARDINAL
one,CARDINAL
one,CARDINAL
the Patent Office,ORG
35 U.S.C. 112,LAW
"Oct. 12, 2023",DATE
1,CARDINAL
1,CARDINAL
2,CARDINAL
1,CARDINAL
1,CARDINAL
1,CARDINAL
1,CARDINAL
8,CARDINAL
8,CARDINAL
8,CARDINAL
8,CARDINAL
8,CARDINAL
8,CARDINAL
8,CARDINAL
8,CARDINAL
17,CARDINAL
8,CARDINAL
"Oct. 12, 2023


",DATE
