hereto,advmod,attached
",",punct,referred
shall,aux,referred
be,auxpass,referred
referred,ROOT,referred
to,prep,referred
collectively,advmod,referred
as,prep,referred
the,det,Agreement
(,punct,Agreement
“,punct,Agreement
Agreement,pobj,as
”,punct,Agreement
),punct,referred
.,punct,referred
In,prep,govern
the,det,event
event,pobj,In
of,prep,event
a,det,conflict
conflict,pobj,of
between,prep,conflict
the,det,terms
terms,pobj,between
"
",dep,terms
of,prep,terms
this,det,Agreement
Agreement,pobj,of
and,cc,terms
a,det,Order
Service,compound,Order
Order,conj,terms
",",punct,Order
Statement,conj,Order
of,prep,Statement
Work,pobj,of
",",punct,Statement
exhibit,conj,Statement
",",punct,exhibit
schedule,conj,exhibit
",",punct,schedule
or,cc,schedule
other,amod,attachment
attachment,conj,schedule
",",punct,govern
the,det,terms
terms,nsubj,govern
of,prep,terms
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,of
shall,aux,govern
govern,ROOT,govern
.,punct,govern
"

",dep,desires
WHEREAS,dep,desires
University,nsubj,desires
desires,ROOT,desires
to,aux,understand
better,advmod,understand
understand,xcomp,desires
some,dobj,understand
of,prep,some
the,det,factors
underlying,amod,factors
previously,advmod,unquantified
unquantified,amod,factors
factors,pobj,of
that,nsubj,contribute
"
",dep,contribute
contribute,relcl,factors
to,prep,contribute
admissions,compound,acceptance
acceptance,pobj,to
and,cc,acceptance
student,compound,success
success,conj,acceptance
.,punct,desires
This,nsubj,lead
may,aux,lead
lead,ROOT,lead
to,prep,lead
more,advmod,effective
effective,amod,making
decision,compound,making
making,pobj,to
in,prep,lead
the,det,future
"

",dep,future
future,pobj,in
.,punct,lead
"

",dep,desires
WHEREAS,dep,desires
Talent,compound,Select
Select,nsubj,desires
desires,ROOT,desires
to,aux,refine
refine,xcomp,desires
their,poss,tools
machine,compound,learning
learning,compound,tools
tools,dobj,refine
using,advcl,refine
University,compound,data
data,dobj,using
and,cc,refine
to,aux,expand
expand,conj,refine
company,compound,"
"
"
",dep,understanding
understanding,dobj,expand
and,cc,understanding
credibility,conj,understanding
within,prep,understanding
the,det,marketplace
higher,amod,education
education,compound,marketplace
marketplace,pobj,within
"

",dep,desires
WHEREAS,advmod,completed
University,nsubj,completed
has,aux,completed
completed,ROOT,completed
a,det,program
pilot,amod,program
program,dobj,completed
with,prep,program
Talent,compound,Select
Select,pobj,with
during,prep,submitted
which,pobj,during
they,nsubj,submitted
submitted,relcl,program
historical,amod,decision
"
",dep,decision
applicant,amod,decision
and,cc,applicant
admissions,conj,applicant
decision,compound,data
data,dobj,submitted
for,prep,data
up,quantmod,to
to,pobj,for
the,det,period
preceding,amod,period
Five,nmod,5
(,punct,5
5,nummod,year
),punct,year
year,compound,period
period,pobj,to
with,prep,submitted
Talent,compound,Select
Select,pobj,with
for,prep,submitted
a,det,program
single,amod,program
"
",dep,program
academic,amod,program
program,pobj,for
.,punct,completed
In,prep,provided
return,pobj,In
",",punct,provided
Talent,compound,Select
Select,nsubj,provided
provided,ROOT,provided
an,det,summary
Artificial,nmod,Intelligence
Intelligence,nmod,summary
(,punct,Al
“,punct,Al
Al,appos,Intelligence
”,punct,Al
),punct,Al
summary,dobj,provided
and,cc,summary
analysis,conj,summary
on,prep,summary
the,det,data
"
",dep,data
submitted,amod,data
historical,amod,data
data,pobj,on
utilizing,acl,data
Talent,compound,Select
Select,poss,System
’s,case,Select
Admissions,compound,System
Machine,compound,Learning
Learning,compound,System
System,dobj,utilizing
.,punct,provided
Deliverables,nsubj,"
"
to,prep,Deliverables
University,pobj,to
"
",dep,included
included,ROOT,included
summary,amod,results
results,dobj,included
",",punct,results
charts,conj,results
",",punct,charts
boxplots,conj,charts
",",punct,boxplots
and,cc,boxplots
matching,amod,results
results,conj,boxplots
.,punct,included
University,nsubj,desires
now,advmod,desires
desires,ROOT,desires
to,aux,extend
extend,xcomp,desires
the,det,term
term,dobj,extend
of,prep,term
"
",dep,of
this,det,agreement
agreement,pobj,of
by,prep,extend
having,pcomp,by
Talent,compound,Select
Select,nsubj,provide
provide,ccomp,having
an,det,analysis
Al,compound,analysis
analysis,dobj,provide
of,prep,analysis
incoming,amod,data
admissions,compound,data
data,pobj,of
returning,advcl,provide
the,det,results
results,dobj,returning
of,prep,results
"
",dep,of
this,det,analysis
analysis,pobj,of
to,prep,returning
University,pobj,to
(,punct,University
“,punct,program
Student,nmod,Select
Select,nmod,program
”,punct,program
program,appos,University
),punct,University
.,punct,desires
"

",dep,agree
NOW,advmod,agree
THEREFORE,advmod,in
in,prep,agree
consideration,pobj,in
of,prep,consideration
the,det,promises
mutual,amod,promises
promises,pobj,of
and,cc,promises
covenants,conj,promises
contained,acl,promises
herein,advmod,contained
",",punct,in
and,cc,in
for,conj,in
other,amod,consideration
good,amod,consideration
and,cc,good
"
",dep,good
valid,conj,good
consideration,pobj,for
",",punct,consideration
the,det,receipt
receipt,nsubjpass,acknowledged
and,cc,receipt
sufficiency,conj,receipt
of,prep,receipt
which,pobj,of
are,auxpass,acknowledged
hereby,advmod,acknowledged
acknowledged,relcl,consideration
",",punct,agree
the,det,Parties
Parties,nsubj,agree
hereby,advmod,agree
agree,ROOT,agree
as,mark,follows
"

",dep,follows
follows,advcl,agree
:,punct,follows
"

",dep,agree
1,meta,Term
.,punct,1
Term,punct,agree
.,punct,Term
This,det,Agreement
Agreement,nsubj,become
will,aux,become
become,ROOT,become
effective,acomp,become
on,prep,become
the,det,Date
Effective,amod,Date
Date,pobj,on
and,cc,become
continue,conj,become
thereafter,advmod,continue
for,prep,continue
the,det,period
initial,amod,period
"
",dep,period
period,pobj,for
set,acl,period
forth,prt,set
in,prep,set
Exhibit,compound,A
A,pobj,in
for,prep,set
the,det,program
Student,compound,Select
Select,compound,program
program,pobj,for
.,punct,become
"

",dep,Select
2,meta,Select
.,meta,Select
Student,compound,Select
Select,ROOT,Select
—,punct,Select
Program,compound,Participation
Participation,appos,Select
.,punct,Select
"

",dep,"

"
a.,meta,Program(s
Included,amod,Program(s
Academic,compound,Program(s
Program(s,appos,"

"
),punct,Program(s
.,punct,"

"
The,det,program
Student,compound,Select
Select,compound,program
program,nsubjpass,implemented
will,aux,implemented
be,auxpass,implemented
implemented,ROOT,implemented
for,prep,implemented
the,det,program(s
"
",dep,program(s
academic,amod,program(s
program(s,pobj,for
),punct,program(s
at,prep,program(s
University,pobj,at
(,punct,Program(s
“,punct,Program(s
Academic,compound,Program(s
Program(s,appos,program(s
),punct,Program(s
”,punct,Program(s
),punct,Program(s
set,acl,program(s
forth,prt,set
in,prep,set
Exhibit,compound,A.
A.,pobj,in
Additional,amod,programs
"
",dep,programs
academic,amod,programs
programs,nsubjpass,added
may,aux,added
be,auxpass,added
added,ROOT,added
under,prep,added
this,det,agreement
agreement,pobj,under
through,prep,added
execution,pobj,through
of,prep,execution
an,det,addendum
addendum,pobj,of
"
",dep,addendum
outlining,amod,term
term,appos,addendum
and,cc,term
associated,amod,costs
costs,conj,term
for,prep,term
the,det,Program(s
additional,amod,Program(s
Academic,compound,Program(s
Program(s,pobj,for
),punct,addendum
.,punct,added
"

",dep,Requirements
b.,meta,Requirements
University,compound,Requirements
Requirements,ROOT,Requirements
for,prep,Requirements
the,det,Program
Student,compound,Select
Select,compound,Program
Program,pobj,for
.,punct,Requirements
University,nsubj,agrees
agrees,ROOT,agrees
to,prep,agrees
the,det,requirements
following,amod,requirements
"
",dep,requirements
requirements,pobj,to
to,aux,participate
participate,acl,requirements
in,prep,participate
the,det,program
Student,compound,Select
Select,compound,program
program,pobj,in
.,punct,agrees
"

",dep,Recurring
Il,meta,Recurring
.,punct,Il
Recurring,ROOT,Recurring
.,punct,Recurring
Provide,ROOT,Provide
completed,amod,applications
applications,dobj,Provide
for,prep,applications
identified,amod,Program(s
Academic,compound,Program(s
Program(s,pobj,for
),punct,Program(s
as,mark,submitted
they,nsubjpass,submitted
"
",dep,submitted
are,auxpass,submitted
submitted,advcl,Provide
to,prep,submitted
University,pobj,to
.,punct,Provide
All,det,applications
completed,amod,applications
applications,nsubjpass,submitted
must,aux,submitted
be,auxpass,submitted
submitted,ROOT,submitted
for,prep,submitted
analysis,pobj,for
"
",dep,submitted
during,prep,submitted
each,det,cycle
admissions,compound,cycle
cycle,pobj,during
on,prep,submitted
a,det,basis
timely,amod,basis
basis,pobj,on
.,punct,submitted
For,mark,be
the,det,model
Talent,compound,Al
Select,compound,Al
Al,compound,model
model,nsubj,be
to,aux,be
be,advcl,have
"
",dep,be
effective,acomp,be
",",punct,have
Talent,compound,Select
Select,nsubj,have
must,aux,have
have,ROOT,have
access,dobj,have
to,prep,access
all,det,applications
completed,amod,applications
applications,pobj,to
through,prep,access
the,det,"
"
"
",dep,University
University,poss,cycle
’s,case,University
entire,amod,cycle
admissions,compound,cycle
cycle,pobj,through
.,punct,have
"

",dep,"

"
CONFIDENTIAL,amod,"

"
|,punct,CONFIDENTIAL
"

",dep,al
al,ROOT,al
"


",dep,al
#,punct,"


"
#,punct,#
R008763_page_2,npadvmod,al
"
",dep,al
SELECT,nmod,C]|
C]|,punct,al
"

",dep,"

"
Il,ROOT,Il
.,punct,Il
Submit,advcl,submitted
outcome,compound,data
data,dobj,Submit
",",punct,data
that,advmod,is
is,parataxis,data
data,appos,data
tracking,acl,data
the,det,applicant
applicant,poss,success
’s,case,applicant
success,dobj,tracking
in,prep,success
the,det,program
academic,amod,program
"
",dep,program
program,pobj,in
",",punct,submitted
although,mark,required
not,neg,required
required,advcl,submitted
",",punct,submitted
may,aux,submitted
be,auxpass,submitted
submitted,ROOT,submitted
if,mark,desires
University,nsubj,desires
desires,advcl,submitted
.,punct,submitted
"

",dep,"

"
Ill.,punct,"

"
At,prep,describe
the,det,start
start,pobj,At
of,prep,start
each,det,cycle
new,amod,cycle
admissions,compound,cycle
cycle,pobj,of
",",punct,describe
University,nsubj,describe
will,aux,describe
describe,ROOT,describe
any,det,changes
changes,dobj,describe
to,prep,changes
"
",dep,questions
application,compound,questions
questions,pobj,to
or,cc,questions
scoring,conj,questions
of,prep,scoring
applicants,pobj,of
to,prep,applicants
Talent,compound,Select
Select,pobj,to
.,punct,describe
"

",dep,"

"
IV,punct,"

"
.,punct,IV
University,nsubj,remove
will,aux,remove
remove,ROOT,remove
personally,advmod,identifiable
identifiable,amod,information
information,dobj,remove
from,prep,remove
any,det,data
submitted,amod,data
"
",dep,data
application,compound,data
data,pobj,from
to,prep,remove
Talent,compound,Select
Select,pobj,to
.,punct,remove
"

",dep,"

"
c.,punct,"

"
Talent,compound,Select
Select,compound,Services
Services,ROOT,Services
",",punct,Services
Analysis,conj,Services
and,cc,Analysis
Reports,conj,Analysis
to,prep,Services
University,pobj,to
.,punct,Services
During,prep,agrees
the,det,program
Student,compound,Select
Select,compound,program
program,pobj,During
",",punct,agrees
"
",dep,agrees
Talent,compound,Select
Select,nsubj,agrees
agrees,ROOT,agrees
to,aux,provide
provide,xcomp,agrees
University,dobj,provide
with,prep,provide
the,det,following
following,pobj,with
:,punct,following
"

",dep,agrees
|,punct,agrees
.,punct,agrees
Secure,amod,system
online,amod,system
system,dobj,agrees
for,mark,upload
University,nsubj,upload
to,aux,upload
upload,advcl,system
raw,amod,application
application,compound,data
data,dobj,upload
to,prep,upload
Talent,compound,Select
Select,pobj,to
and,cc,agrees
"
",dep,system
Talent,compound,Select
Select,poss,system
’s,case,Select
system,nsubj,produce
will,aux,produce
produce,conj,agrees
a,det,response
timely,amod,response
automated,amod,response
response,dobj,produce
with,prep,produce
Al,compound,analysis
analysis,pobj,with
"
",dep,produce
measuring,advcl,produce
the,det,probability
probability,dobj,measuring
on,prep,probability
a,det,scale
tiered,amod,scale
scale,pobj,on
of,prep,probability
student,compound,acceptance
acceptance,pobj,of
and,cc,acceptance
success,conj,acceptance
for,prep,acceptance
each,det,application
"
",dep,application
completed,amod,application
application,pobj,for
.,punct,produce
"

",dep,"

"
ll,ROOT,ll
.,ROOT,.
Talent,compound,Select
Select,nsubj,add
will,aux,add
add,ROOT,add
new,amod,data
University,compound,applicant
applicant,compound,cohort
cohort,compound,data
data,dobj,add
to,prep,add
the,det,model
University,nmod,model
historical,amod,data
"
",dep,data
data,compound,model
model,pobj,to
for,prep,add
more,advmod,accurate
accurate,amod,analysis
future,amod,applicant
applicant,compound,analysis
analysis,pobj,for
.,punct,add
"

",dep,assign
lll,prep,"

"
.,punct,lll
Talent,compound,Select
Select,nsubj,assign
will,aux,assign
assign,ROOT,assign
a,det,Manager
Client,compound,Manager
Success,compound,Manager
Manager,dobj,assign
(,punct,Manager
“,punct,CSM
CSM,appos,Manager
”,punct,CSM
),punct,Manager
to,prep,assign
University,pobj,to
and,cc,assign
the,det,team
team,nsubj,be
"
",dep,be
will,aux,be
be,conj,assign
available,acomp,be
during,prep,be
regular,amod,hours
business,compound,hours
hours,pobj,during
by,prep,be
email,pobj,by
",",punct,email
telephone,conj,email
",",punct,telephone
and,cc,telephone
virtual,amod,conferencing
video,compound,conferencing
"
",dep,conferencing
conferencing,conj,telephone
to,aux,address
address,advcl,be
University,compound,admissions
admissions,nmod,submission
data,nmod,submission
submission,nmod,questions
and,cc,submission
analysis,conj,submission
questions,dobj,address
.,punct,be
"

",dep,Agreement
d.,meta,Agreement
Student,compound,Select
Select,compound,Agreement
Program,compound,Agreement
Agreement,ROOT,Agreement
and,cc,Agreement
Representations,conj,Agreement
.,punct,Agreement
"

",dep,"

"
|,punct,"

"
.,punct,|
University,nsubj,agrees
agrees,ROOT,agrees
to,aux,participate
participate,xcomp,agrees
in,prep,participate
program,compound,reviews
reviews,pobj,in
with,prep,reviews
Talent,compound,Select
Select,pobj,with
which,nsubj,cover
will,aux,cover
cover,relcl,reviews
",",punct,cover
"
",dep,cover
among,prep,cover
other,amod,things
things,pobj,among
",",punct,cover
program,compound,feedback
feedback,dobj,cover
",",punct,feedback
University,poss,experience
’s,case,University
experience,appos,feedback
",",punct,feedback
recommendations,appos,feedback
to,aux,"
"
"
",dep,recommendations
improve,acl,recommendations
the,det,program
Student,compound,Select
Select,compound,program
program,dobj,improve
.,punct,agrees
"

",dep,agrees
University,nsubj,agrees
agrees,ROOT,agrees
to,aux,allow
allow,xcomp,agrees
Talent,compound,Select
Select,nsubj,share
to,aux,share
share,ccomp,allow
University,poss,participation
’s,case,University
participation,dobj,share
in,prep,participation
the,det,program
Student,compound,program
"
",dep,program
Select,compound,program
program,pobj,in
and,cc,participation
summary,compound,results
results,conj,participation
as,mark,deems
Talent,compound,Select
Select,nsubj,deems
deems,advcl,share
necessary,ccomp,deems
for,prep,necessary
business,compound,"
"
"
",dep,purposes
purposes,pobj,for
",",punct,purposes
including,prep,purposes
boxplots,pobj,including
without,prep,boxplots
attribution,pobj,without
.,punct,agrees
"

",dep,retain
Both,det,Select
Talent,compound,Select
Select,nsubj,retain
and,cc,Select
University,conj,Select
shall,aux,retain
retain,ROOT,retain
rights,dobj,retain
to,prep,rights
the,det,results
summary,compound,results
results,pobj,to
",",punct,results
including,prep,results
"
",dep,percentages
matching,amod,percentages
percentages,pobj,including
",",punct,percentages
box,compound,plots
plots,conj,percentages
and,cc,plots
general,amod,findings
findings,conj,plots
.,punct,retain
"

",dep,IV
IV,meta,University
.,punct,IV
University,nsubj,retain
shall,aux,retain
retain,ROOT,retain
all,det,rights
rights,dobj,retain
to,prep,rights
historical,amod,data
data,pobj,to
submitted,acl,data
to,prep,submitted
Talent,compound,Select
Select,pobj,to
and,cc,retain
",",punct,retain
upon,prep,destroy
"
",dep,upon
request,pobj,upon
",",punct,destroy
Talent,compound,Select
Select,nsubj,destroy
will,aux,destroy
destroy,conj,retain
said,amod,data
data,dobj,destroy
.,punct,destroy
"

",dep,NoAssignment
3,meta,NoAssignment
.,punct,3
NoAssignment,ROOT,NoAssignment
.,punct,NoAssignment
Neither,det,Party
Party,nsubj,assign
shall,aux,assign
assign,ROOT,assign
this,det,Agreement
Agreement,dobj,assign
nor,cc,Agreement
any,det,right
right,conj,Agreement
of,prep,right
the,det,Parties
Parties,pobj,of
under,prep,right
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,under
.,punct,assign
"

",dep,Indemnities
4,meta,Indemnities
.,meta,Indemnities
Indemnities,ROOT,Indemnities
and,cc,Indemnities
Warranties,conj,Indemnities
"

",dep,Indemnities
a.,punct,Indemnities
Mutual,amod,Indemnity
Indemnity,appos,Indemnities
.,punct,Indemnity
To,prep,indemnify
the,det,extent
extent,pobj,To
allowable,amod,extent
by,prep,allowable
law,pobj,by
",",punct,indemnify
both,det,parties
parties,nsubj,indemnify
shall,aux,indemnify
indemnify,ROOT,indemnify
",",punct,indemnify
hold,dep,indemnify
harmless,oprd,hold
",",punct,hold
"
",dep,indemnify
and,cc,indemnify
defend,conj,indemnify
the,det,party
other,amod,party
party,dobj,defend
and,cc,party
their,poss,personnel
personnel,conj,party
from,prep,defend
and,cc,from
against,conj,from
any,amod,Losses
and,cc,any
all,conj,any
Losses,pobj,against
incurred,acl,Losses
by,agent,incurred
"
",dep,any
any,pobj,by
of,prep,any
them,pobj,of
in,prep,incurred
connection,pobj,in
with,prep,connection
",",punct,in
or,cc,in
which,nsubj,arise
arise,conj,in
out,prep,arise
of,prep,out
",",punct,arise
or,cc,arise
result,conj,arise
from,prep,result
",",punct,from
this,det,service
service,pobj,from
.,punct,indemnify
"

",dep,Limitation
b.,punct,"

"
Limitation,ROOT,Limitation
of,prep,Limitation
Liability,pobj,of
.,punct,Limitation
In,prep,be
no,det,event
event,pobj,In
shall,aux,be
either,det,party
party,nsubj,be
be,ROOT,be
liable,acomp,be
to,prep,liable
any,det,party
other,amod,party
party,pobj,to
for,prep,be
any,det,damages
special,amod,damages
",",punct,special
"
",dep,indirect
indirect,conj,special
",",punct,indirect
incidental,conj,indirect
",",punct,incidental
or,cc,incidental
consequential,conj,incidental
damages,pobj,for
of,prep,damages
any,det,kind
kind,pobj,of
",",punct,damages
including,prep,damages
but,cc,including
limited,conj,including
to,prep,limited
",",punct,to
loss,pobj,to
of,prep,loss
profits,pobj,of
"

",dep,be
CONFIDENTIAL,ROOT,CONFIDENTIAL
"

",dep,"

"
N,ROOT,N
"


",dep,"


"
#,ROOT,#
#,ROOT,#
R008763_page_3,ROOT,R008763_page_3
"
",dep,"
"
TALENT,ROOT,TALENT
"
",dep,"
"
SELECT,ROOT,SELECT
"

",dep,"

"
however,advmod,caused
caused,ROOT,caused
.,punct,caused
Whether,mark,advised
or,cc,advised
not,neg,advised
such,amod,party
party,nsubjpass,advised
has,aux,advised
been,auxpass,advised
advised,ROOT,advised
of,prep,advised
the,det,possibility
possibility,pobj,of
of,prep,possibility
such,amod,damage
damage,pobj,of
"
",dep,of
and,cc,of
notwithstanding,conj,of
the,det,failure
failure,pobj,notwithstanding
of,prep,failure
essential,amod,purposes
purposes,pobj,of
of,prep,purposes
any,det,remedy
remedy,pobj,of
.,punct,advised
"

",dep,Majeure
c.,meta,Majeure
Force,compound,Majeure
Majeure,ROOT,Majeure
.,punct,Majeure
No,det,delay
delay,nsubjpass,deemed
in,prep,delay
delivery,pobj,in
of,prep,delivery
services,pobj,of
or,cc,delay
failure,conj,delay
to,aux,make
make,acl,failure
delivery,dobj,make
of,prep,delivery
services,pobj,of
as,mark,specified
specified,advcl,delivery
"
",dep,make
herein,advmod,make
or,cc,failure
failure,conj,failure
to,aux,perform
perform,acl,failure
any,dobj,perform
of,prep,any
the,det,obligations
obligations,pobj,of
by,prep,obligations
Talent,compound,Select
Select,pobj,by
",",punct,delay
shall,aux,deemed
be,auxpass,deemed
deemed,ROOT,deemed
a,det,breach
breach,oprd,deemed
of,prep,breach
"
",dep,of
this,det,Agreement
Agreement,pobj,of
nor,cc,deemed
create,conj,deemed
any,det,liability
liability,dobj,create
if,mark,arise
the,det,same
same,nsubj,arise
shall,aux,arise
arise,advcl,create
from,prep,arise
any,det,cause
cause,pobj,from
beyond,prep,cause
the,det,control
control,pobj,beyond
"
",dep,control
of,prep,control
Talent,compound,Select
Select,pobj,of
",",punct,create
including,conj,create
but,cc,including
not,neg,limited
limited,conj,including
to,prep,limited
the,det,following
following,pobj,to
:,punct,following
(,punct,a
a,meta,requests
),punct,a
any,det,requests
requests,appos,following
for,prep,requests
changes,pobj,for
",",punct,requests
delay,conj,requests
in,prep,delay
"
",dep,in
review,pobj,in
or,cc,review
approval,conj,review
on,prep,delay
the,det,part
part,pobj,on
of,prep,part
University,pobj,of
beyond,prep,delay
the,det,scope
scope,pobj,beyond
of,prep,scope
what,nsubjpass,"
"
can,aux,"
"
be,auxpass,"
"
reasonably,advmod,"
"
"
",dep,of
expected,ccomp,"
"
in,prep,expected
connection,pobj,in
with,prep,connection
the,det,services
services,pobj,with
to,aux,provided
be,auxpass,provided
provided,relcl,services
;,punct,following
(,punct,b
b,meta,acts
),punct,b
acts,conj,following
or,cc,acts
omissions,conj,acts
of,prep,acts
any,det,authority
"
",dep,authority
governmental,amod,authority
authority,pobj,of
or,cc,authority
agent,conj,authority
thereof,advmod,agent
",",punct,acts
or,cc,acts
compliance,conj,acts
with,prep,compliance
requests,pobj,with
",",punct,requests
rules,conj,requests
",",punct,rules
regulations,conj,rules
or,cc,regulations
"
",dep,orders
orders,conj,regulations
of,prep,requests
any,det,authority
governmental,amod,authority
authority,pobj,of
",",punct,authority
agent,conj,authority
",",punct,agent
officer,conj,agent
or,cc,officer
agency,conj,officer
;,punct,compliance
(,punct,c
c,meta,acts
),punct,c
acts,conj,compliance
of,prep,acts
God,pobj,of
",",punct,acts
fire,conj,acts
",",punct,fire
storm,conj,fire
",",punct,storm
flood,conj,storm
",",punct,flood
"
",dep,flood
or,cc,flood
accident,conj,flood
;,punct,acts
(,punct,d
d,meta,acts
),punct,d
acts,conj,acts
of,prep,acts
the,det,enemy
public,amod,enemy
enemy,pobj,of
",",punct,enemy
war,conj,acts
",",punct,war
riot,conj,war
",",punct,riot
strike,conj,riot
or,cc,strike
lockout,conj,strike
;,punct,acts
(,punct,e
e,meta,embargoes
),punct,e
transportation,compound,"
"
"
",dep,embargoes
embargoes,conj,acts
;,punct,embargoes
or,cc,embargoes
(,punct,f
f,meta,failure
),punct,f
failure,conj,embargoes
or,cc,failure
delay,conj,failure
in,prep,delay
sourcing,pcomp,in
employees,dobj,sourcing
due,amod,to
to,prep,failure
employment,compound,conditions
market,compound,conditions
conditions,pobj,to
.,punct,failure
"

",dep,Exception
d.,meta,Exception
Fee,compound,Reimbursement
Reimbursement,compound,Exception
Exception,oprd,deemed
.,punct,deemed
Prior,advmod,be
to,prep,Prior
any,det,cycle
admissions,compound,cycle
cycle,pobj,to
",",punct,be
if,mark,fails
University,nsubj,fails
fails,advcl,be
to,aux,notify
notify,xcomp,fails
Talent,compound,"
"
"
",dep,Select
Select,dobj,notify
in,prep,notify
writing,pobj,in
of,prep,notify
changes,pobj,of
to,prep,changes
any,det,questions
University,compound,admissions
admissions,compound,questions
questions,pobj,to
",",punct,questions
scoring,conj,questions
",",punct,scoring
factor,compound,weighting
weighting,conj,scoring
",",punct,weighting
or,cc,weighting
"
",dep,weighting
any,det,modifications
other,amod,modifications
modifications,conj,weighting
to,prep,modifications
the,det,process
decision,compound,process
process,pobj,to
compared,acl,modifications
to,prep,compared
previous,amod,year
year,pobj,to
",",punct,be
University,nsubj,be
will,aux,be
not,neg,be
be,ROOT,be
"
",dep,be
eligible,acomp,"
"
for,prep,eligible
any,det,refund
refund,pobj,for
of,prep,refund
fees,pobj,of
paid,acl,fees
.,punct,be
"

",dep,Information
5,meta,Information
.,punct,5
Proprietary,amod,Information
Information,ROOT,Information
.,punct,Information
Notwithstanding,prep,recognizes
University,poss,rights
’s,case,University
rights,pobj,Notwithstanding
to,aux,share
share,acl,rights
with,prep,share
other,amod,institutions
institutions,pobj,with
the,det,results
"
",dep,results
summary,compound,results
results,dobj,share
",",punct,results
matching,amod,percentages
percentages,conj,results
",",punct,percentages
boxplots,conj,percentages
and,cc,boxplots
general,amod,findings
findings,conj,boxplots
resulting,acl,results
from,prep,resulting
the,det,program
Student,compound,Select
Select,compound,"
"
"
",dep,program
program,pobj,from
",",punct,recognizes
University,nsubj,recognizes
recognizes,ROOT,recognizes
that,mark,uses
Talent,compound,Select
Select,nsubj,uses
uses,ccomp,recognizes
valuable,amod,information
proprietary,amod,information
information,dobj,uses
and,cc,uses
to,aux,protect
protect,advcl,is
the,det,interests
"
",dep,interests
legitimate,amod,interests
interests,dobj,protect
of,prep,interests
Talent,compound,Select
Select,pobj,of
",",punct,is
it,nsubj,is
is,conj,uses
necessary,acomp,is
for,mark,refrain
University,nsubj,refrain
to,aux,refrain
refrain,advcl,is
from,prep,refrain
the,det,use
unauthorized,amod,use
use,pobj,from
or,cc,use
"
",dep,disclosure
disclosure,conj,use
of,prep,use
the,det,information
information,pobj,of
",",punct,refrain
both,prep,refrain
during,prep,both
the,det,term
term,pobj,during
of,prep,term
this,det,Agreement
Agreement,pobj,of
and,cc,during
after,mark,expires
the,det,Term
Term,nsubj,expires
of,prep,Term
this,det,Agreement
"
",dep,Agreement
Agreement,pobj,of
expires,conj,during
.,punct,is
"

",dep,recognizes
6,punct,recognizes
.,punct,6
General,amod,"

"
