token,dep,head
"
",dep,ality
ality,compound,traits
traits,dobj,extract
and,cc,traits
competencies,conj,traits
.,punct,provides
The,det,apparatus
apparatus,nsubj,provides
provides,ROOT,provides
a,det,selection
"
",dep,selection
selection,dobj,provides
for,prep,selection
target,compound,positions
positions,pobj,for
and,cc,provides
provides,conj,provides
benchmark,compound,data
data,dobj,provides
"
",dep,provides
for,prep,provides
those,det,positions
target,compound,positions
positions,pobj,for
providing,advcl,provides
an,det,basis
objective,amod,basis
basis,dobj,providing
for,prep,basis
"
",dep,evaluation
evaluation,pobj,for
of,prep,evaluation
the,det,traits
extracted,amod,traits
personality,compound,traits
traits,pobj,of
and,cc,traits
competen-,compound,"
"
"
",dep,traits
cies,conj,traits
.,punct,provides
A,det,application
remote,amod,application
training,compound,application
application,nsubj,assists
assists,ROOT,assists
candidates,dobj,assists
in,prep,assists
"
",dep,in
preparing,pcomp,in
themselves,dobj,preparing
for,prep,preparing
interviews,pobj,for
while,mark,providing
also,advmod,providing
providing,advcl,assists
an,det,set
"
",dep,set
extensive,amod,set
empirical,amod,set
data,compound,set
set,dobj,providing
for,prep,set
the,det,data
benchmark,compound,data
data,pobj,for
.,punct,assists
"

",dep,OCCUPATIONS
DISPLAY,compound,OCCUPATIONS
OCCUPATIONS,nmod,SCREENS
"

",dep,OCCUPATIONS
SELECT,nmod,OCCUPATION
OCCUPATION,appos,OCCUPATIONS
"

",dep,OCCUPATIONS
OUTPUT,compound,QUESTIONS
QUESTIONS,appos,OCCUPATIONS
"

",dep,RESPONSES
COLLECT,compound,RESPONSES
RESPONSES,appos,QUESTIONS
"

",dep,OCCUPATIONS
EXTRACT,compound,METRICS
METRICS,appos,OCCUPATIONS
"

",dep,OCCUPATIONS
DISPLAY,compound,METRICS
METRICS,nmod,SCREENS
"

",dep,GUIDANCE
GUIDANCE,nmod,SCREENS
"

",dep,SCREENS
PER,compound,BENCHMARKS
BENCHMARKS,nmod,SCREENS
"

",dep,SCREENS
SCREENS,ROOT,SCREENS
80,nummod,SCREENS
"


",dep,SCREENS
#,punct,SCREENS
#,punct,SCREENS
20230325777_page_2,appos,SCREENS
"
",dep,Publication
Patent,compound,Publication
Application,compound,Publication
Publication,ROOT,Publication
Oct.,npadvmod,Publication
"12,2023",nummod,Oct.
Sheet,nmod,US
1,nummod,Sheet
of,prep,Sheet
5,pobj,of
US,npadvmod,Publication
2023/0325777,nummod,US
Al,nmod,"



"
"



",dep,Publication
#,nmod,Publication
#,nmod,Publication
20230325777_page_3,nmod,Publication
"
",dep,"
"
Patent,compound,Application
Application,compound,Publication
Publication,ROOT,Publication
Oct.,npadvmod,Publication
"12,2023",nummod,Oct.
Sheet,ROOT,Sheet
2,nummod,Sheet
of,prep,Sheet
5,pobj,of
US,pobj,of
2023/0325777,nummod,US
Al,appos,Sheet
"

",dep,z
r,nmod,z
"
",dep,z
r,nmod,z
"
",dep,z
z,nmod,Al
"
",dep,Sheet
2,nummod,Sheet
"
",dep,Sheet
7,nummod,Sheet
"

",dep,"

"
DISPLAY,compound,GUIDANCE
METRICS,compound,GUIDANCE
GUIDANCE,ROOT,GUIDANCE
"
",dep,GUIDANCE
60,nummod,GUIDANCE
PER,prep,GUIDANCE
BENCHMARKS,compound,SCREENS
SCREENS,appos,GUIDANCE
80,nummod,SCREENS
"

",dep,GUIDANCE
FIG,appos,GUIDANCE
.,appos,GUIDANCE
3,nummod,.
"

",dep,MIDWIFE
NURSE,nmod,MIDWIFE
"
",dep,CARE
ACUTE,compound,CARE
CARE,nmod,MIDWIFE
"
",dep,MIDWIFE
PSYCHIATRIC,nmod,MIDWIFE
"
",dep,MIDWIFE
ANESTHETIST,nmod,MIDWIFE
xe,nmod,MIDWIFE
"
",dep,MIDWIFE
MIDWIFE,ROOT,MIDWIFE
"

",dep,MIDWIFE
FIG,appos,MIDWIFE
.,appos,MIDWIFE
9,nummod,.
"


",dep,MIDWIFE
#,punct,MIDWIFE
#,punct,#
20230325777_page_4,appos,MIDWIFE
"
",dep,"
"
Patent,compound,Publication
Application,compound,Publication
Publication,ROOT,Publication
Oct.,npadvmod,Publication
"12,2023",nummod,Oct.
Sheet,ROOT,Sheet
3,nummod,Sheet
of,prep,Sheet
5,nummod,US
US,pobj,of
2023/0325777,nummod,US
Al,nmod,BREAKDOWN
"

",dep,BREAKDOWN
CANDIDATE,compound,BREAKDOWN
BREAKDOWN,appos,Sheet
"

",dep,Sheet
CANDIDATE,compound,INFORMATION
INFORMATION,appos,Sheet
"
",dep,NAME
CANDIDATE,compound,NAME
NAME,ROOT,NAME
:,punct,NAME
JEAN,compound,DEUAX
DEUAX,appos,NAME
"
",dep,NAME
CANDIDATE,compound,ID
ID,appos,NAME
:,punct,ID
3/46/7484,appos,ID
"

",dep,NAME
CAMPAIGN,appos,NAME
:,punct,CAMPAIGN
NURSES,nmod,SCORES
"

",dep,SCORES
COHORT,compound,DATASET
DATASET,nmod,DATASET
"

",dep,DATASET
DATASET,nmod,SCORES
USED,acl,DATASET
TQ,nmod,SCORES
NORMALIZE,nmod,SCORES
"
",dep,SCORES
CANDIDATE,compound,SCORES
SCORES,appos,CAMPAIGN
.,punct,NAME
"

",dep,NAME
NURSE,compound,PRACTITIONERS
PRACTITIONERS,appos,NAME
|LAPPLY,appos,NAME
"
",dep,NAME
42,appos,NAME
"

",dep,NAME
PERSONALITY,compound,TRAITS
TRAITS,appos,NAME
"

",dep,NAME
71,appos,NAME
"
",dep,NAME
PROACTIVENESS,appos,NAME
74,appos,NAME
"
",dep,NAME
DETERMINATION,appos,NAME
"
",dep,NAME
64,appos,NAME
AA,appos,NAME
"
",dep,NAME
COHORT,appos,NAME
"
",dep,COMPETENCIES
MEDIAN,nmod,COMPETENCIES
2,nummod,%
%,nmod,COMPETENCIES
"
",dep,COMPETENCIES
COMPETENCIES,appos,NAME
"
",dep,NAME
LEADING,appos,NAME
&,cc,LEADING
DECIDING,conj,LEADING
INTERACTING,conj,LEADING
&,cc,LEADING
/0,punct,NAME
"

",dep,NAME
PRESENTING,appos,NAME
"
",dep,PB
3e,nummod,PB
PB,appos,NAME
|,punct,PB
Sh,appos,PB
of,prep,Sh
"
",dep,of
COHORT,compound,MEDIAN
MEDIAN,appos,NAME
63,appos,MEDIAN
),punct,MEDIAN
},punct,NAME
COHORT,compound,MEDIAN
MEDIAN,appos,NAME
62,nummod,MEDIAN
),punct,62
},punct,MEDIAN
COHORT,compound,MEDIAN
MEDIAN,appos,NAME
45,nummod,)
),punct,MEDIAN
|COHORT,compound,MEDIAN
MEDIAN,appos,NAME
79,appos,NAME
"

",dep,NAME
CREATING,appos,NAME
&,cc,CREATING
ORGANIZING,conj,CREATING
&,cc,CREATING
"
",dep,CREATING
CONCEPTUALIZING,conj,CREATING
EXECUTING,conj,CREATING
"

",dep,NAME
ADAPTING,appos,NAME
&,cc,ADAPTING
COPING,conj,ADAPTING
|,punct,NAME
JENTERPRISING,appos,NAME
&,cc,JENTERPRISING
"

",dep,JENTERPRISING
PERFORMING,conj,JENTERPRISING
"

",dep,NAME
42,appos,NAME
60,appos,NAME
"
",dep,NAME
COHORT,compound,MEDIAN
MEDIAN,appos,NAME
47,appos,MEDIAN
),punct,NAME
|COHORT,appos,NAME
MEDIAN,appos,NAME
71,appos,NAME
"

",dep,NAME
a7,appos,NAME
48,appos,NAME
"
",dep,NAME
COHORT,compound,MEDIAN
MEDIAN,appos,NAME
70,appos,MEDIAN
],nmod,MEDIAN
|COHORT,compound,MEDIAN
MEDIAN,appos,NAME
81,appos,NAME
"

",dep,NAME
rIG,appos,NAME
.,appos,NAME
4,nummod,.
"


",dep,NAME
#,appos,NAME
#,appos,NAME
20230325777_page_5,appos,NAME
"
",dep,NAME
Patent,compound,Publication
Application,compound,Publication
Publication,appos,NAME
Oct.,npadvmod,Publication
"12,2023",nummod,Oct.
Sheet,appos,NAME
4,nummod,Sheet
of,prep,Sheet
5,pobj,of
US,pobj,of
2023/0325777,nummod,US
Al,nummod,Sheet
"

",dep,NAME
\,punct,NAME
"

",dep,Ss
a,nmod,Ss
l,nmod,Ss
™,nmod,Ss
"
",dep,Ss
Ss,appos,NAME
:,punct,Ss
"
",dep,Ss
7,appos,NAME
CO,appos,NAME
"
",dep,OP
~~,nmod,OP
aa,dep,Li
Li,dep,"
"
"
",dep,OP
=,punct,"
"
"
",dep,OP
CO,nmod,OP
"
",dep,OP
-,punct,"
"
—,punct,-
"
",dep,"
"
OP,appos,NAME
),punct,OP
"
",dep,NAME
Lu,appos,NAME
"
",dep,NAME
>,punct,NAME
"
",dep,NAME
S,appos,NAME
"
",dep,NAME
Lf,appos,NAME
),punct,NAME
"
",dep,NAME
LC,appos,NAME
),punct,NAME
"
",dep,NAME
LO,nmod,Ss
"
",dep,NI
NI,nmod,Ss
"
",dep,Ss
(,punct,Ss
O,nmod,Ss
"
",dep,Ss
Ss,appos,NAME
2,nummod,Ss
=,punct,Ss
Li,appos,Ss
"
",dep,NAME
=,punct,NAME
Te,nmod,a
ral,nmod,a
"
",dep,a
am,nmod,a
ke,nmod,a
a,dep,"
"
"
",dep,"
"
Lil,dep,"
"
"
",dep,NAME
>,punct,NAME
=,punct,NAME
<,nmod,Oo
C,nmod,Oo
"
",dep,Oo
=,punct,"
"
Oo,appos,NAME
2,nummod,Oo
|,punct,Oo
"
",dep,C
<,nmod,C
t,nmod,C
C,appos,NAME
7,nummod,C
Oecd,appos,C
"
",dep,C
=,appos,C
OS,nmod,moO
rat,dep,moO
moO,appos,C
"


",dep,NAME
#,appos,NAME
#,appos,NAME
20230325777_page_6,appos,NAME
"
",dep,NAME
US,appos,NAME
2023/0325777,nummod,US
Al,appos,NAME
"

",dep,NAME
Oct.,appos,NAME
"12,2023",nummod,Oct.
Sheet,appos,NAME
5,nummod,Sheet
of,prep,5
5,pobj,of
"

",dep,NAME
Patent,compound,Application
Application,appos,NAME
Publication,appos,NAME
"

",dep,NAME
8,appos,NAME
ls,appos,NAME
"

",dep,C
VOI,nmod,C
cOl,nmod,C
‘,nmod,C
"

",dep,C
C,appos,NAME
JONVGIOAV,compound,XSI
XSI,appos,C
&,conj,C
"

",dep,C
6,appos,C
Js,appos,NAME
"

",dep,NAME
VIVO,appos,NAME
WYVWHONAG,appos,NAME
"
",dep,NAME
LNAWONV,appos,NAME
"

",dep,NAME
OTT,appos,NAME
"

",dep,SAILNVNS
MdAS,nmod,SAILNVNS
LINO,compound,SYSAO
SYSAO,compound,SAILNVNS
IdWS,compound,SAILNVNS
"
",dep,SAILNVNS
IVHL,compound,SAILNVNS
SAILNVNS,appos,NAME
"

",dep,NAME
VLVG,appos,NAME
MdlAdsLNi,appos,NAME
"

",dep,NAME
301,appos,NAME
TdWys,appos,NAME
1937109,appos,NAME
"

",dep,NAME
~,punct,"

"
MQA,appos,NAME
J4OdHM,appos,NAME
"

",dep,JGINOSIC
NOLLWALIS,nmod,JGINOSIC
V,nmod,JGINOSIC
JGINOSIC,appos,NAME
‘,punct,JGINOSIC
dil,nmod,JGINOSIC
"
",dep,JGINOSIC
Oz,appos,JGINOSIC
‘,punct,Oz
0Z,appos,Oz
—,punct,0Z
7,nmod,"

"
"

",dep,"

"
/,nmod,"

"
"

",dep,"

"
IN,nmod,"

"
LYASSV,nmod,"

"
"

",dep,0Z
”,punct,"

"
SNOILISWV,appos,NAME
"
",dep,NAME
19,appos,NAME
EELS,appos,NAME
"

",dep,NAME
SYSAO,appos,NAME
IdWW4,appos,NAME
SSILMVWANO,appos,NAME
"



",dep,NAME
#,appos,NAME
#,appos,NAME
20230325777_page_7,appos,NAME
"
",dep,NAME
US,appos,NAME
2023/0325777,nummod,US
Al,appos,NAME
"

",dep,NAME
POSTTION,compound,RESOLVED
-,punct,RESOLVED
RESOLVED,appos,NAME
",",punct,RESOLVED
BROAD,compound,ENGAGEMENT
"
",dep,ENGAGEMENT
ENGAGEMENT,appos,NAME
",",punct,NAME
CANDIDATE,compound,MATCHING
MATCHING,appos,NAME
"
",dep,NAME
SYSTEM,appos,NAME
"

",dep,REFERENCE
CROSS,compound,REFERENCE
REFERENCE,appos,NAME
TO,prep,REFERENCE
RELATED,amod,"
"
"
",dep,TO
APPLICATION,pobj,TO
"

",dep,NAME
[,dep,claims
0001,dep,claims
],dep,claims
‘,punct,claims
This,det,application
application,nsubj,claims
claims,ROOT,claims
the,det,benefit
benefit,dobj,claims
of,prep,benefit
U.S.,compound,Application
Provi-,nmod,Application
"
",dep,Application
sional,compound,Application
Application,pobj,of
"63/330,142",nummod,Application
filed,acl,Application
Apr.,npadvmod,filed
12,nummod,Apr.
",",punct,Apr.
2022,nummod,Apr.
",",punct,Application
and,cc,claims
"

",dep,incorporated
hereby,advmod,incorporated
incorporated,conj,claims
by,prep,incorporated
reference,pobj,by
.,punct,claims
"

",dep,STATEMENT
STATEMENT,ROOT,STATEMENT
REGARDING,acl,STATEMENT
FEDERALLY,advmod,SPONSORED
"
",dep,SPONSORED
SPONSORED,amod,RESEARCH
RESEARCH,dobj,REGARDING
OR,cc,RESEARCH
DEVELOPMENT,conj,RESEARCH
"

",dep,STATEMENT
BACKGROUND,appos,STATEMENT
OF,prep,BACKGROUND
THE,det,INVENTION
INVENTION,pobj,OF
"

",dep,"

"
[,dep,relates
0002,dep,relates
],dep,relates
The,det,invention
present,amod,invention
invention,nsubj,relates
relates,ROOT,relates
to,prep,relates
systems,pobj,to
for,prep,systems
facili-,dep,"
"
"
",dep,for
tating,pcomp,for
the,det,matching
matching,dobj,tating
between,prep,matching
candidates,pobj,between
and,cc,candidates
positions,conj,candidates
",",punct,matching
for,prep,matching
"
",dep,for
example,pobj,for
",",punct,for
employers,pobj,for
and,cc,employers
employees,conj,employers
.,punct,relates
"

",dep,be
[,dep,be
0003,dep,be
],dep,be
Identifying,csubj,be
a,det,candidate
candidate,dobj,Identifying
for,prep,candidate
a,det,opening
particular,amod,opening
job,compound,opening
opening,pobj,for
"
",dep,be
can,aux,be
be,ROOT,be
costly,acomp,be
",",punct,be
not,preconj,with
only,advmod,not
with,prep,be
respect,pobj,with
to,prep,respect
the,det,costs
immediate,amod,costs
costs,pobj,to
"
",dep,costs
of,prep,costs
finding,pcomp,of
and,cc,finding
connecting,conj,finding
with,prep,connecting
a,det,pool
pool,pobj,with
of,prep,pool
potential,amod,employees
employees,pobj,of
"
",dep,with
but,cc,with
also,advmod,but
with,conj,with
respect,pobj,with
to,prep,respect
evaluating,pcomp,to
those,det,employees
employees,dobj,evaluating
with,prep,evaluating
"
",dep,with
sufficient,amod,thoroughness
thoroughness,pobj,with
to,aux,avoid
avoid,acl,thoroughness
significant,amod,costs
costs,dobj,avoid
to,prep,costs
both,preconj,employer
the,det,employer
"
",dep,employer
employer,pobj,to
and,cc,employer
employee,conj,employer
when,advmod,proves
the,det,employee
employee,nsubjpass,hired
is,auxpass,hired
hired,advcl,avoid
but,cc,hired
"
",dep,proves
ultimately,advmod,proves
proves,conj,hired
to,aux,be
be,xcomp,proves
a,det,fit
poor,amod,fit
fit,attr,be
for,prep,fit
the,det,job
job,pobj,for
.,punct,be
"

",dep,done
[,dep,done
0004,dep,done
],dep,done
Identifying,nsubjpass,done
a,det,pool
pool,dobj,Identifying
of,prep,pool
employees,pobj,of
and,cc,Identifying
connecting,conj,Identifying
"
",dep,connecting
with,prep,connecting
them,pobj,with
is,auxpass,done
often,advmod,done
done,ROOT,done
through,prep,done
employment,compound,ads
ads,pobj,through
",",punct,through
tradition-,punct,through
"
",dep,ally
ally,advmod,in
in,prep,through
a,det,newspaper
newspaper,pobj,in
or,cc,newspaper
the,det,like
like,conj,newspaper
but,cc,in
also,advmod,via
now,advmod,via
via,conj,in
various,amod,websites
"
",dep,websites
websites,pobj,via
.,punct,done
These,det,methods
methods,nsubj,are
are,ROOT,are
relatively,advmod,imprecise
imprecise,acomp,are
and,cc,are
can,aux,lead
"
",dep,lead
lead,conj,are
to,prep,lead
the,det,development
development,pobj,to
of,prep,development
a,det,number
large,amod,number
number,pobj,of
of,prep,number
poorly,advmod,matched
matched,amod,applicants
"
",dep,applicants
applicants,pobj,of
burdening,acl,development
the,det,process
evaluation,compound,process
process,dobj,burdening
or,cc,burdening
",",punct,burdening
when,advmod,"
"
more,advmod,"
"
"
",dep,burdening
focused,advcl,burdening
",",punct,producing
producing,conj,burdening
insufficient,amod,numbers
numbers,dobj,producing
of,prep,numbers
candidates,pobj,of
and,cc,producing
"
",dep,reducing
thus,advmod,reducing
reducing,conj,producing
the,det,chance
chance,dobj,reducing
of,prep,chance
finding,pcomp,of
the,det,fit
best,amod,fit
fit,dobj,finding
for,prep,fit
a,det,job
job,pobj,for
.,punct,are
The,det,compounded
"
",dep,compounded
ditiiculties,nsubjpass,compounded
of,prep,ditiiculties
conventional,amod,approaches
approaches,pobj,of
are,auxpass,compounded
compounded,ROOT,compounded
by,agent,compounded
"
",dep,by
the,det,challenge
challenge,pobj,by
of,prep,challenge
accurately,advmod,describing
describing,pcomp,of
or,cc,describing
understanding,conj,describing
the,det,requirements
"
",dep,requirements
requirements,dobj,understanding
for,prep,requirements
the,det,applicant
successful,amod,applicant
job,compound,applicant
applicant,pobj,for
.,punct,compounded
"

",dep,review
[,dep,"
"
0005,dep,"
"
],dep,"
"
Once,advmod,identified
a,det,pool
pool,nsubjpass,identified
of,prep,pool
potential,amod,employees
employees,pobj,of
is,auxpass,identified
identified,advcl,"
"
",",punct,"
"
a,det,interviewer
"
",dep,interviewer
human,amod,interviewer
interviewer,nsubj,"
"
",",punct,interviewer
and,cc,interviewer
often,advmod,interviewers
several,amod,interviewers
interviewers,conj,interviewer
",",punct,interviewers
may,aux,"
"
"
",dep,review
review,ROOT,review
the,det,candidates
candidates,dobj,review
.,punct,review
This,det,approach
approach,nsubj,burdens
burdens,ROOT,burdens
existing,amod,employees
"
",dep,employees
employees,dobj,burdens
and,cc,employees
hiring,amod,managers
managers,conj,employees
",",punct,burdens
and,cc,burdens
for,prep,is
this,det,reason
reason,pobj,for
the,det,"
"
"
",dep,is
number,nsubj,is
of,prep,number
interviews,pobj,of
is,conj,burdens
usually,advmod,is
sub,advmod,optimal
optimal,acomp,is
",",punct,is
with,mark,reduced
the,det,"
"
"
",dep,reduced
number,nsubj,reduced
of,prep,number
candidates,pobj,of
evaluated,acl,number
reduced,advcl,is
by,agent,reduced
a,det,pre-
coarse,amod,pre-
pre-,pobj,by
"
",dep,by
filtering,amod,"
"
which,nsubj,dominates
dominates,relcl,filtering
any,det,subtlety
subtlety,dobj,dominates
in,prep,subtlety
the,det,selection
selection,pobj,in
of,prep,selection
"
",dep,of
candidates,pobj,of
that,nsubjpass,obtained
might,aux,obtained
be,auxpass,obtained
obtained,relcl,subtlety
with,prep,obtained
a,det,interview
person,nmod,"
"
-,punct,person
to,prep,person
-,punct,to
person,pobj,to
"
",dep,interview
interview,pobj,with
.,punct,is
"

",dep,known
[,dep,known
0006,dep,known
],dep,known
In,prep,"
"
order,pobj,In
to,aux,avoid
avoid,acl,order
these,det,problems
problems,dobj,avoid
",",punct,"
"
it,nsubjpass,"
"
is,auxpass,"
"
generally,advmod,"
"
"
",dep,known
known,ROOT,known
to,aux,use
use,xcomp,known
machine,compound,learning
learning,dobj,use
or,cc,learning
models,conj,learning
to,aux,provide
provide,xcomp,use
a,det,"
"
"
",dep,prescreening
prescreening,dobj,provide
of,prep,prescreening
candidates,pobj,of
.,punct,known
Such,amod,prescreening
a,det,prescreening
prescreening,nsubj,looks
",",punct,looks
for,prep,looks
"
",dep,for
example,pobj,for
",",punct,looks
looks,ROOT,looks
at,prep,looks
a,det,transcription
text,compound,transcription
transcription,pobj,at
of,prep,transcription
an,det,questions
interview,nmod,questions
or,cc,interview
"
",dep,interview
interview,conj,interview
questions,pobj,of
and,cc,looks
extracts,conj,looks
general,amod,characteristics
characteristics,dobj,extracts
of,prep,characteristics
"
",dep,of
the,det,candidates
candidates,pobj,of
",",punct,of
for,prep,of
example,pobj,for
",",punct,of
conscientiousness,pobj,of
or,cc,conscientiousness
openness,conj,conscientiousness
"
",dep,openness
to,prep,openness
experience,pobj,to
",",punct,characteristics
that,nsubjpass,related
can,aux,related
be,auxpass,related
related,relcl,characteristics
to,prep,related
assumed,amod,requirements
requirements,pobj,to
"
",dep,requirements
for,prep,requirements
the,det,job
job,pobj,for
.,punct,looks
A,det,disadvantage
disadvantage,nsubj,1s
to,prep,disadvantage
this,det,approach
approach,pobj,to
1s,ROOT,1s
that,mark,have
often,advmod,have
the,det,"
"
"
",dep,evaluator
evaluator,nsubj,have
will,aux,have
not,neg,have
have,ccomp,1s
a,det,understanding
strong,amod,understanding
understanding,dobj,have
of,prep,understanding
how,advmod,used
these,det,"
"
"
",dep,used
characteristics,nsubjpass,used
should,aux,used
be,auxpass,used
used,pcomp,of
to,aux,judge
judge,xcomp,used
the,det,candidate
candidate,dobj,judge
or,cc,judge
"
",dep,judge
predict,conj,judge
a,det,matching
successful,amod,matching
matching,dobj,predict
.,punct,1s
"

",dep,adopted
[,dep,adopted
0007,dep,adopted
],dep,adopted
In,prep,adopted
order,pobj,In
to,aux,avoid
avoid,acl,order
this,det,problem
problem,dobj,avoid
",",punct,adopted
an,det,approach
outcome,npadvmod,based
-,punct,based
based,amod,approach
"
",dep,based
machine,compound,learning
learning,compound,approach
approach,nsubjpass,adopted
can,aux,adopted
be,auxpass,adopted
adopted,ROOT,adopted
with,prep,adopted
the,det,system
machine,compound,learning
"
",dep,learning
learning,compound,system
system,pobj,with
trained,acl,system
with,prep,trained
interview,compound,content
content,pobj,with
from,prep,content
previ-,amod,"
"
"
",dep,candidates
ous,amod,candidates
candidates,nsubj,demonstrated
having,aux,demonstrated
demonstrated,pcomp,from
success,dobj,demonstrated
(,punct,demonstrated
for,prep,demonstrated
example,pobj,for
",",punct,for
"
",dep,offered
being,auxpass,offered
offered,advcl,demonstrated
a,det,job
job,dobj,offered
or,cc,offered
having,conj,offered
post,amod,evidence
-,amod,evidence
hire,amod,evidence
evidence,dobj,having
of,prep,evidence
succeed-,pcomp,of
"
",dep,of
ing,pobj,of
in,prep,ing
this,det,job
job,pobj,in
),punct,demonstrated
.,punct,adopted
While,mark,rely
this,det,approach
approach,nsubj,rely
does,aux,rely
not,neg,rely
rely,advcl,constrained
on,prep,rely
